Applicant_ID,Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Monthly_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Debt_to_Income_Ratio,CIBIL_Score,Property_Area,Loan_Purpose,Bank_Balance,Previous_Default,Employment_Experience,EMI,Loan_Status
APP100174,28,Male,Married,Graduate,Salaried,833955.48,69496.29,108230.85,300,775,1,2.42,804,Urban,Car,381715.98,0,14,950.65,Approved
APP100175,47,Female,Married,Graduate,Contract,663087.75,55257.31,50627.2,180,775,0,0.94,798,Urban,Education,228841.22,0,0,520.16,Approved
APP100176,47,Female,Unmarried,Graduate,Salaried,860843.07,71736.92,64122.9,60,760,0,1.83,707,Urban,Education,5265.89,0,1,1315.42,Approved
APP100177,43,Male,Married,Graduate,Self-Employed,1190298.05,99191.5,166036.64,120,780,0,2.07,725,Urban,Personal,102693.93,0,3,2050.15,Approved
APP100178,28,Male,Married,Graduate,Salaried,187829.84,15652.49,47581.66,180,569,5,32.24,580,Semiurban,Home,33676.48,1,3,741.0,Rejected
APP100179,43,Male,Unmarried,Graduate,Salaried,342170.35,28514.2,238891.6,360,668,3,32.56,556,Urban,Car,20784.78,0,5,2520.75,Rejected
APP100180,39,Male,Married,Not Graduate,Salaried,1056028.28,88002.36,161107.56,120,795,1,4.24,741,Urban,Education,203617.82,0,1,2023.33,Approved
APP100181,44,Male,Married,Not Graduate,Self-Employed,162322.62,13526.89,133236.7,180,609,1,29.06,578,Urban,Business,0.0,0,10,2338.32,Rejected
APP100182,39,Male,Married,Graduate,Salaried,1144587.3,95382.27,201439.55,120,787,0,2.71,791,Urban,Education,185764.95,0,1,2585.87,Approved
APP100183,30,Male,Married,Graduate,Salaried,321611.07,26800.92,154029.49,360,522,1,14.94,577,Urban,Home,0.0,0,6,1985.19,Rejected
APP100184,20,Female,Married,Graduate,Contract,246771.94,20564.33,150521.15,60,546,3,73.37,596,Semiurban,Education,19427.9,1,0,3930.18,Rejected
APP100185,38,Male,Married,Graduate,Salaried,1083169.66,90264.14,253488.54,84,744,0,4.91,798,Semiurban,Home,328155.8,0,0,4429.22,Approved
APP100186,29,Male,Unmarried,Graduate,Salaried,762280.95,63523.41,158037.64,360,756,0,2.18,789,Rural,Home,300738.66,0,5,1386.18,Approved
APP100187,31,Male,Unmarried,Graduate,Salaried,695563.29,57963.61,55860.92,360,765,1,1.23,779,Urban,Personal,76773.0,0,5,421.74,Approved
APP100188,44,Female,Married,Graduate,Salaried,339464.72,28288.73,160344.33,300,677,1,13.01,645,Rural,Home,7500.58,1,2,2019.93,Rejected
APP100189,44,Male,Unmarried,Not Graduate,Salaried,387890.17,32324.18,301239.08,84,610,5,92.83,554,Urban,Business,13558.02,0,8,6392.77,Rejected
APP100190,37,Male,Unmarried,Graduate,Salaried,281237.82,23436.49,217808.31,240,649,0,13.11,574,Urban,Education,35441.86,0,6,3073.09,Rejected
APP100191,39,Female,Married,Graduate,Salaried,347836.99,28986.42,179221.24,240,554,2,22.93,456,Urban,Car,8285.67,0,3,2565.16,Rejected
APP100192,23,Male,Unmarried,Graduate,Self-Employed,329328.54,27444.05,57132.2,180,625,1,6.78,602,Urban,Education,24215.14,0,2,978.16,Rejected
APP100193,33,Female,Married,Graduate,Salaried,884049.45,73670.79,119987.45,300,775,1,2.46,745,Rural,Personal,67570.49,0,7,1009.05,Approved
APP100194,43,Male,Unmarried,Graduate,Salaried,608239.69,50686.64,110407.44,120,784,1,5.01,743,Urban,Education,229865.93,0,3,1423.28,Approved
APP100195,46,Male,Married,Not Graduate,Salaried,1021119.28,85093.27,122258.97,180,797,0,1.52,746,Semiurban,Car,352354.68,0,0,1293.15,Approved
APP100196,40,Male,Unmarried,Not Graduate,Salaried,621190.89,51765.91,98140.19,180,767,1,3.17,708,Urban,Education,92867.06,0,9,944.85,Approved
APP100197,34,Male,Married,Not Graduate,Salaried,1037401.55,86450.13,170581.6,240,728,0,1.94,724,Urban,Business,169216.36,0,1,1674.24,Approved
APP100198,34,Female,Married,Graduate,Salaried,120921.11,10076.76,90778.49,120,579,7,137.16,600,Urban,Home,44630.36,0,1,1591.31,Rejected
APP100199,36,Male,Married,Graduate,Salaried,720656.43,60054.7,103264.84,120,748,0,2.42,756,Urban,Personal,244584.34,1,1,1453.45,Approved
APP100200,44,Male,Married,Not Graduate,Contract,678589.94,56549.16,64195.18,240,795,0,1.0,774,Rural,Business,100048.38,0,10,565.74,Approved
APP100201,32,Male,Married,Graduate,Salaried,216281.19,18023.43,151122.36,120,665,1,24.1,572,Urban,Car,12130.06,0,5,2405.94,Rejected
APP100202,32,Female,Married,Graduate,Salaried,234870.08,19572.51,138786.37,180,567,1,20.81,584,Urban,Education,4080.6,1,0,2399.68,Rejected
APP100203,32,Male,Married,Not Graduate,Self-Employed,94616.58,7884.72,53449.88,240,522,1,16.99,625,Urban,Business,20010.65,0,1,820.57,Rejected
APP100204,40,Female,Married,Graduate,Contract,166729.48,13894.12,92733.87,180,468,4,63.47,590,Semiurban,Personal,37266.94,0,2,1558.55,Rejected
APP100205,32,Male,Married,Graduate,Salaried,412259.15,34354.93,455496.6,60,576,2,76.53,741,Urban,Car,13988.16,0,3,11296.38,Rejected
APP100206,27,Female,Married,Not Graduate,Salaried,511737.51,42644.79,46377.1,300,752,0,0.92,749,Semiurban,Business,260214.59,0,2,392.42,Approved
APP100207,41,Male,Married,Not Graduate,Salaried,294262.42,24521.87,258770.31,120,621,1,32.81,665,Semiurban,Education,51685.19,0,3,4874.08,Rejected
APP100208,39,Male,Unmarried,Graduate,Salaried,774857.73,64571.48,112977.08,240,778,1,3.21,703,Urban,Car,247092.21,0,0,1079.82,Approved
APP100209,36,Female,Married,Graduate,Salaried,232364.47,19363.71,110326.6,120,633,1,18.49,618,Urban,Car,25484.73,0,6,1892.49,Rejected
APP100210,18,Male,Married,Not Graduate,Salaried,953432.51,79452.71,61871.63,180,817,0,0.83,736,Urban,Personal,235481.9,0,0,659.8,Approved
APP100211,18,Female,Married,Graduate,Self-Employed,851955.33,70996.28,100961.62,84,831,0,2.23,771,Urban,Home,0.0,0,3,1584.31,Approved
APP100212,27,Male,Married,Not Graduate,Salaried,269868.0,22489.0,132124.24,240,670,1,12.93,587,Urban,Business,19083.47,0,0,1615.5,Rejected
APP100213,30,Female,Unmarried,Graduate,Salaried,108843.38,9070.28,53738.94,84,671,2,25.37,603,Semiurban,Car,8789.33,0,1,985.15,Rejected
APP100214,22,Male,Unmarried,Graduate,Salaried,279964.77,23330.4,178888.66,240,682,0,8.65,502,Urban,Personal,26904.07,1,0,2017.11,Rejected
APP100215,24,Female,Married,Graduate,Self-Employed,924935.12,77077.93,156295.63,180,731,0,2.23,810,Rural,Personal,116468.72,0,3,1719.76,Approved
APP100216,25,Female,Married,Graduate,Salaried,239520.81,19960.07,119520.08,300,700,0,6.21,485,Rural,Business,19118.53,0,7,1238.59,Rejected
APP100217,33,Female,Unmarried,Not Graduate,Salaried,924267.29,77022.27,174235.96,360,756,0,1.72,766,Urban,Education,281414.91,0,2,1328.58,Approved
APP100218,29,Female,Unmarried,Graduate,Salaried,185571.82,15464.32,206766.72,120,639,5,110.05,520,Urban,Car,15535.36,1,2,3491.07,Rejected
APP100219,24,Male,Married,Graduate,Salaried,240160.7,20013.39,144206.32,240,618,3,32.39,534,Rural,Education,16354.08,0,10,2259.65,Rejected
APP100220,44,Male,Married,Graduate,Self-Employed,907060.75,75588.4,185025.94,360,755,0,2.15,769,Urban,Business,263579.14,0,2,1622.86,Approved
APP100221,33,Female,Married,Graduate,Contract,281879.67,23489.97,128477.93,300,583,2,19.83,489,Urban,Car,14105.87,0,3,1883.79,Rejected
APP100222,19,Male,Married,Graduate,Salaried,199827.11,16652.26,68908.53,360,536,3,19.92,603,Urban,Home,14736.73,0,6,998.39,Rejected
APP100223,46,Female,Married,Graduate,Contract,948940.47,79078.37,147933.11,180,780,0,1.89,759,Rural,Home,277821.95,0,7,1495.56,Approved
APP100224,28,Male,Married,Graduate,Salaried,264935.62,22077.97,188546.01,60,584,5,111.8,567,Semiurban,Car,20682.37,0,1,4613.99,Rejected
APP100225,37,Male,Married,Graduate,Contract,629420.58,52451.72,107621.65,180,835,0,2.2,758,Semiurban,Education,349505.43,0,9,1155.23,Approved
APP100226,34,Male,Unmarried,Graduate,Self-Employed,232233.67,19352.81,76942.41,300,550,1,10.56,646,Rural,Car,20815.27,0,1,1009.32,Rejected
APP100227,36,Female,Married,Graduate,Salaried,1055316.51,87943.04,142902.59,360,748,2,3.96,776,Semiurban,Business,260761.19,0,2,1348.69,Approved
APP100228,32,Female,Married,Not Graduate,Salaried,225531.55,18794.3,27348.67,60,605,4,21.07,695,Urban,Car,18807.09,0,14,686.47,Rejected
APP100229,21,Female,Unmarried,Graduate,Salaried,175321.27,14610.11,137943.96,300,557,1,23.73,551,Urban,Business,5111.67,0,3,2160.87,Rejected
APP100230,33,Male,Married,Not Graduate,Salaried,1053165.24,87763.77,184208.4,120,734,1,6.42,755,Urban,Business,112521.06,0,1,2565.84,Approved
APP100231,43,Male,Unmarried,Graduate,Salaried,326021.35,27168.45,297128.15,180,640,2,44.52,530,Rural,Car,26331.63,0,6,4651.42,Rejected
APP100232,37,Male,Married,Graduate,Salaried,1241736.46,103478.04,179555.42,360,698,0,2.14,761,Semiurban,Car,112028.22,0,1,2213.5,Approved
APP100233,37,Male,Married,Graduate,Self-Employed,329585.56,27465.46,271327.23,180,563,1,27.39,645,Urban,Education,19962.8,1,1,4046.74,Rejected
APP100234,59,Female,Married,Not Graduate,Salaried,680333.66,56694.47,121062.18,180,783,0,2.27,799,Rural,Personal,96923.99,0,0,1286.08,Approved
APP100235,39,Male,Unmarried,Graduate,Salaried,1022988.79,85249.07,201671.42,300,769,0,2.14,755,Rural,Car,286404.48,0,2,1825.33,Approved
APP100236,35,Male,Married,Not Graduate,Self-Employed,1057357.44,88113.12,176749.66,360,755,0,1.6,756,Urban,Business,296282.93,0,4,1412.92,Approved
APP100237,29,Female,Married,Graduate,Salaried,254358.56,21196.55,109662.93,60,675,1,25.43,656,Urban,Education,25255.55,1,5,2539.91,Rejected
APP100238,36,Female,Married,Graduate,Self-Employed,815766.34,67980.53,150110.4,60,769,0,4.66,712,Semiurban,Car,244150.88,0,10,3166.37,Approved
APP100239,41,Female,Married,Graduate,Contract,1038417.76,86534.81,173469.69,360,762,0,1.75,728,Rural,Personal,57563.43,0,2,1513.75,Approved
APP100240,26,Male,Married,Graduate,Salaried,994497.13,82874.76,210994.22,300,763,0,2.21,771,Semiurban,Business,349377.94,0,9,1829.76,Approved
APP100241,23,Female,Married,Graduate,Salaried,1058083.73,88173.64,128138.13,180,743,0,1.73,740,Urban,Home,233655.97,0,6,1523.36,Approved
APP100242,43,Male,Unmarried,Not Graduate,Salaried,204008.57,17000.71,144602.82,180,500,3,43.85,582,Urban,Education,122.19,0,0,2372.53,Rejected
APP100243,30,Male,Married,Graduate,Self-Employed,222351.02,18529.25,181186.42,240,620,1,29.8,546,Semiurban,Personal,12684.42,0,0,2752.62,Rejected
APP100244,34,Female,Married,Not Graduate,Contract,817352.73,68112.73,128250.43,300,792,3,5.89,795,Urban,Business,185448.65,0,0,1149.21,Approved
APP100245,43,Female,Unmarried,Graduate,Self-Employed,783984.38,65332.03,145851.36,240,756,0,1.94,758,Urban,Car,218629.7,0,6,1267.05,Approved
APP100246,27,Female,Unmarried,Not Graduate,Self-Employed,885827.65,73818.97,99665.49,240,762,1,1.93,743,Semiurban,Personal,187769.27,0,0,863.26,Approved
APP100247,30,Male,Married,Not Graduate,Salaried,772600.58,64383.38,109240.15,84,724,0,2.84,814,Urban,Personal,172905.25,0,0,1827.13,Approved
APP100248,49,Female,Married,Graduate,Salaried,830883.75,69240.31,178277.48,300,776,1,4.68,694,Semiurban,Car,177796.46,0,0,1519.46,Approved
APP100249,26,Male,Married,Not Graduate,Salaried,861948.59,71829.05,107210.28,120,733,0,1.97,794,Urban,Car,315355.6,0,1,1417.82,Approved
APP100250,34,Female,Married,Not Graduate,Salaried,884127.19,73677.27,151420.98,180,719,0,2.27,772,Urban,Education,287685.59,0,8,1675.36,Approved
APP100251,32,Female,Unmarried,Graduate,Salaried,263026.66,21918.89,193506.57,240,642,1,20.58,575,Rural,Car,43708.13,0,0,2606.66,Rejected
APP100252,52,Male,Married,Graduate,Salaried,305673.58,25472.8,173760.33,240,688,1,15.51,583,Rural,Home,30776.26,0,4,2067.6,Rejected
APP100253,30,Male,Unmarried,Not Graduate,Salaried,419393.71,34949.48,213028.32,180,547,1,22.25,588,Semiurban,Business,0.0,1,3,3738.26,Rejected
APP100254,28,Female,Married,Graduate,Contract,859465.75,71622.15,140225.31,240,768,1,2.79,758,Urban,Business,263102.8,0,9,1196.4,Approved
APP100255,42,Female,Married,Not Graduate,Self-Employed,894188.57,74515.71,81477.97,240,776,1,1.62,743,Urban,Home,210113.03,0,7,748.36,Approved
APP100256,35,Female,Unmarried,Not Graduate,Salaried,222649.9,18554.16,222509.64,300,595,0,17.65,409,Urban,Personal,20523.0,0,3,3274.62,Rejected
APP100257,38,Male,Unmarried,Not Graduate,Salaried,119036.66,9919.72,77468.3,300,636,2,27.6,610,Rural,Business,50879.03,0,1,1071.19,Rejected
APP100258,38,Male,Unmarried,Graduate,Self-Employed,183913.92,15326.16,147984.54,120,523,2,40.36,640,Semiurban,Home,23917.65,1,1,2584.86,Rejected
APP100259,18,Male,Married,Graduate,Self-Employed,838962.45,69913.54,181136.41,360,742,0,2.56,792,Semiurban,Car,371056.72,0,2,1787.16,Approved
APP100260,29,Male,Unmarried,Graduate,Salaried,219049.92,18254.16,147924.86,180,629,2,33.06,483,Urban,Business,18511.99,1,3,2195.03,Rejected
APP100261,25,Male,Married,Not Graduate,Contract,1010127.12,84177.26,128665.92,180,728,1,2.97,831,Semiurban,Business,236711.31,0,12,1412.55,Approved
APP100262,40,Male,Married,Not Graduate,Salaried,870172.54,72514.38,195345.15,180,786,0,2.62,724,Semiurban,Car,204042.91,0,22,1901.1,Approved
APP100263,30,Female,Unmarried,Graduate,Salaried,751772.11,62647.68,121061.06,60,698,2,14.99,830,Semiurban,Education,172145.39,0,9,2767.6,Approved
APP100264,41,Male,Unmarried,Graduate,Salaried,1042321.96,86860.16,154454.89,84,719,0,2.98,738,Urban,Education,215273.32,0,1,2586.88,Approved
APP100265,20,Female,Married,Graduate,Salaried,328559.11,27379.93,195268.74,360,557,1,17.9,585,Rural,Business,19678.6,0,2,2470.77,Rejected
APP100266,28,Female,Unmarried,Graduate,Contract,410952.07,34246.01,245762.09,180,539,0,10.92,498,Urban,Car,4036.7,1,1,3739.45,Rejected
APP100267,38,Female,Married,Graduate,Salaried,833257.86,69438.15,160676.63,120,744,0,3.16,799,Semiurban,Education,209012.62,0,4,2191.31,Approved
APP100268,47,Male,Married,Not Graduate,Salaried,144239.78,12019.98,61481.0,360,574,0,7.06,573,Urban,Education,21812.93,0,2,848.41,Rejected
APP100269,47,Female,Married,Graduate,Self-Employed,1068356.13,89029.68,85464.71,180,771,0,1.02,760,Semiurban,Personal,278614.65,0,0,910.93,Approved
APP100270,46,Female,Married,Not Graduate,Salaried,1139527.47,94960.62,117037.87,84,729,0,2.08,696,Semiurban,Business,206751.06,0,0,1979.8,Approved
APP100271,26,Female,Unmarried,Graduate,Salaried,1055382.7,87948.56,308380.05,60,761,0,7.23,754,Rural,Business,213570.54,0,6,6360.49,Approved
APP100272,27,Male,Married,Graduate,Salaried,363963.78,30330.32,69946.89,240,668,1,5.41,661,Urban,Home,0.0,1,0,816.8,Rejected
APP100273,37,Male,Married,Not Graduate,Salaried,1167368.13,97280.68,250590.7,300,706,0,2.49,750,Rural,Home,307545.46,0,1,2426.31,Approved
APP100274,38,Male,Married,Not Graduate,Contract,197137.05,16428.09,165068.67,180,628,3,63.48,576,Urban,Education,27818.22,0,1,2344.35,Rejected
APP100275,49,Female,Unmarried,Graduate,Salaried,931929.79,77660.82,196069.73,240,791,2,6.94,800,Urban,Education,178769.17,0,0,1821.81,Approved
APP100276,29,Female,Unmarried,Not Graduate,Salaried,614059.15,51171.6,80148.76,180,723,0,1.72,726,Rural,Car,275198.47,0,10,880.92,Approved
APP100277,29,Female,Married,Graduate,Salaried,334270.6,27855.88,257360.64,180,556,2,38.74,688,Urban,Car,6545.42,0,0,3668.79,Rejected
APP100278,35,Male,Married,Not Graduate,Salaried,739611.83,61634.32,84552.99,300,774,0,1.25,761,Rural,Home,206761.48,0,4,767.96,Approved
APP100279,27,Female,Unmarried,Graduate,Self-Employed,326146.58,27178.88,99423.12,300,713,2,10.76,592,Semiurban,Business,15979.09,1,14,981.23,Rejected
APP100280,36,Male,Unmarried,Graduate,Salaried,150470.33,12539.19,77156.51,360,591,3,28.11,631,Urban,Home,0.0,0,3,1016.02,Rejected
APP100281,35,Female,Unmarried,Graduate,Salaried,293830.37,24485.86,218141.53,120,497,2,48.96,627,Urban,Personal,40225.8,0,1,3886.52,Rejected
APP100282,31,Female,Married,Not Graduate,Contract,1058703.36,88225.28,113692.85,120,756,1,3.65,753,Urban,Home,382066.03,0,0,1478.01,Approved
APP100283,43,Male,Unmarried,Not Graduate,Salaried,1081949.9,90162.49,67599.81,60,729,0,1.61,733,Semiurban,Car,235186.06,0,3,1455.21,Approved
APP100284,25,Male,Unmarried,Graduate,Salaried,938411.98,78201.0,151389.56,180,756,0,1.93,760,Rural,Business,236804.35,0,2,1512.25,Approved
APP100285,18,Male,Unmarried,Graduate,Salaried,258420.1,21535.01,165527.29,180,632,2,40.81,545,Semiurban,Car,24540.47,0,2,2636.38,Rejected
APP100286,40,Male,Unmarried,Not Graduate,Salaried,909173.47,75764.46,30482.69,240,768,0,0.34,744,Semiurban,Business,202459.81,0,0,259.28,Approved
APP100287,33,Female,Married,Not Graduate,Salaried,814139.21,67844.93,86055.61,120,826,0,1.62,733,Urban,Personal,335527.85,0,13,1099.64,Approved
APP100288,41,Male,Unmarried,Graduate,Salaried,963583.42,80298.62,108947.68,240,714,0,1.39,744,Rural,Business,167001.68,0,1,1115.94,Approved
APP100289,44,Male,Married,Graduate,Self-Employed,168139.5,14011.62,124386.9,360,621,2,37.4,658,Urban,Business,2004.12,0,1,1727.66,Rejected
APP100290,26,Female,Unmarried,Graduate,Salaried,314562.96,26213.58,170446.74,300,708,2,15.35,591,Urban,Home,36367.24,0,1,1613.51,Rejected
APP100291,41,Female,Unmarried,Graduate,Salaried,151953.05,12662.75,128665.46,240,554,1,24.72,541,Rural,Business,15913.85,0,2,1737.02,Rejected
APP100292,25,Female,Unmarried,Graduate,Self-Employed,222499.33,18541.61,148564.72,180,624,5,58.19,566,Urban,Car,11289.64,1,2,2385.76,Rejected
APP100293,28,Male,Married,Not Graduate,Contract,825305.72,68775.48,141449.74,180,773,0,2.03,750,Rural,Car,115693.16,0,18,1399.1,Approved
APP100294,33,Female,Married,Graduate,Salaried,738120.46,61510.04,142713.6,180,700,0,2.78,802,Urban,Education,111553.22,0,7,1712.47,Approved
APP100295,23,Male,Unmarried,Not Graduate,Contract,1105452.77,92121.06,142654.37,300,721,0,1.52,767,Rural,Education,212532.28,0,8,1399.97,Approved
APP100296,33,Male,Unmarried,Not Graduate,Salaried,435341.08,36278.42,263224.28,360,564,3,33.32,562,Urban,Business,32634.46,0,8,3493.63,Rejected
APP100297,48,Female,Unmarried,Graduate,Salaried,1141392.38,95116.03,235037.23,180,762,0,2.56,701,Semiurban,Home,182844.5,0,9,2437.28,Approved
APP100298,36,Male,Unmarried,Not Graduate,Salaried,1009958.14,84163.18,156093.76,180,734,0,2.01,712,Rural,Home,242749.19,0,3,1693.26,Approved
APP100299,24,Male,Unmarried,Graduate,Salaried,886408.27,73867.36,187433.26,240,794,0,2.29,763,Semiurban,Home,195070.56,0,0,1688.96,Approved
APP100300,23,Male,Married,Graduate,Salaried,207840.59,17320.05,85046.11,120,641,4,47.49,563,Urban,Business,9535.75,0,0,1472.53,Rejected
APP100301,33,Female,Unmarried,Graduate,Salaried,929483.52,77456.96,141373.44,84,789,1,4.77,731,Urban,Personal,101176.53,0,2,2266.78,Approved
APP100302,37,Female,Married,Graduate,Self-Employed,937412.65,78117.72,217326.94,180,772,0,2.66,751,Semiurban,Personal,186411.81,0,0,2078.67,Approved
APP100303,27,Male,Married,Not Graduate,Contract,681086.66,56757.22,136523.11,300,812,2,4.68,738,Urban,Home,349391.19,0,10,1107.16,Approved
APP100304,35,Female,Married,Graduate,Salaried,456058.12,38004.84,353784.66,180,659,3,53.34,578,Semiurban,Education,16823.25,0,10,4739.41,Rejected
APP100305,39,Male,Married,Graduate,Salaried,312653.84,26054.49,188407.91,120,559,2,31.11,553,Semiurban,Home,36779.49,1,1,3085.14,Rejected
APP100306,41,Female,Married,Graduate,Self-Employed,835886.56,69657.21,152277.85,240,741,1,3.64,783,Urban,Education,166814.02,0,4,1572.99,Approved
APP100307,34,Female,Married,Not Graduate,Salaried,104907.21,8742.27,77455.48,120,612,4,55.6,584,Urban,Education,36315.66,0,3,1395.87,Rejected
APP100308,32,Male,Unmarried,Graduate,Self-Employed,251444.79,20953.73,132537.27,60,589,1,30.72,601,Urban,Education,0.0,0,0,3362.02,Rejected
APP100309,28,Male,Married,Not Graduate,Salaried,288265.36,24022.11,228900.92,240,513,0,15.88,641,Semiurban,Business,16791.87,0,1,3815.35,Rejected
APP100310,40,Female,Married,Graduate,Self-Employed,426651.18,35554.27,270821.2,180,553,1,21.15,598,Semiurban,Home,18727.11,0,2,4431.01,Rejected
APP100311,41,Female,Married,Graduate,Salaried,324188.78,27015.73,109982.69,120,650,1,12.64,616,Semiurban,Business,35703.84,0,4,1631.9,Rejected
APP100312,43,Male,Unmarried,Graduate,Salaried,160313.82,13359.49,132330.61,120,542,4,94.45,619,Urban,Personal,12109.46,0,4,2540.67,Rejected
APP100313,31,Female,Unmarried,Graduate,Contract,106374.61,8864.55,53894.79,180,602,3,36.71,456,Rural,Car,26766.32,1,4,778.64,Rejected
APP100314,33,Male,Married,Not Graduate,Salaried,973750.32,81145.86,148275.04,180,751,0,1.86,765,Rural,Car,235386.26,0,14,1511.1,Approved
APP100315,33,Male,Married,Graduate,Salaried,896197.91,74683.16,88000.2,180,789,1,2.27,768,Urban,Business,206961.32,0,3,845.76,Approved
APP100316,38,Male,Married,Graduate,Salaried,860736.26,71728.02,76829.05,180,711,0,1.2,748,Semiurban,Car,164163.09,0,6,859.3,Approved
APP100317,43,Male,Married,Not Graduate,Salaried,871433.07,72619.42,146694.71,360,722,0,2.03,775,Urban,Home,58475.98,0,4,1473.44,Approved
APP100318,43,Female,Unmarried,Graduate,Contract,428200.46,35683.37,172178.73,180,514,2,17.7,654,Semiurban,Education,33048.07,0,8,2651.3,Rejected
APP100319,30,Female,Married,Graduate,Salaried,872117.18,72676.43,138816.92,120,766,0,2.36,711,Semiurban,Home,168749.08,0,14,1715.87,Approved
APP100320,35,Female,Married,Graduate,Salaried,726267.85,60522.32,89656.42,120,805,1,3.87,791,Urban,Business,217913.53,0,0,1156.87,Approved
APP100321,44,Male,Married,Graduate,Salaried,920512.0,76709.33,150041.52,84,768,1,5.81,780,Urban,Personal,124330.94,0,1,2418.19,Approved
APP100322,47,Female,Married,Graduate,Salaried,901521.98,75126.83,79125.3,240,759,1,2.05,757,Urban,Education,228059.82,0,11,736.41,Approved
APP100323,40,Male,Married,Graduate,Salaried,427070.57,35589.21,368061.08,180,621,2,37.65,528,Semiurban,Personal,19109.49,0,17,5540.73,Rejected
APP100324,39,Male,Married,Graduate,Self-Employed,141721.51,11810.13,77200.58,300,620,1,20.55,638,Urban,Personal,39260.84,0,0,1146.95,Rejected
APP100325,29,Male,Unmarried,Graduate,Self-Employed,270832.25,22569.35,237923.75,180,647,0,16.99,523,Semiurban,Home,0.0,1,4,3835.0,Rejected
APP100326,34,Female,Unmarried,Graduate,Salaried,929526.53,77460.54,81225.72,180,792,2,2.91,765,Rural,Car,121305.94,0,11,778.12,Approved
APP100327,33,Male,Married,Not Graduate,Salaried,902955.29,75246.27,159112.78,180,775,4,10.05,749,Rural,Personal,128484.61,0,6,1559.9,Approved
APP100328,39,Female,Married,Graduate,Salaried,449089.46,37424.12,188864.13,300,494,4,27.93,548,Urban,Education,23805.6,1,14,2629.79,Rejected
APP100329,42,Female,Unmarried,Not Graduate,Self-Employed,1090736.86,90894.74,142831.4,120,752,0,1.98,794,Urban,Car,288394.96,0,1,1802.56,Approved
APP100330,30,Female,Unmarried,Graduate,Self-Employed,334217.56,27851.46,386174.98,360,505,2,51.39,585,Semiurban,Business,20332.95,0,16,5710.85,Rejected
APP100331,45,Female,Unmarried,Graduate,Self-Employed,918885.21,76573.77,108493.43,60,756,0,2.9,748,Rural,Business,235758.54,0,3,2217.41,Approved
APP100332,28,Female,Unmarried,Not Graduate,Salaried,388630.83,32385.9,243936.22,180,636,3,45.95,569,Urban,Car,21665.6,0,2,3609.36,Rejected
APP100333,41,Male,Unmarried,Graduate,Salaried,267146.93,22262.24,75569.15,180,560,2,18.99,538,Rural,Personal,15182.61,0,2,1256.44,Rejected
APP100334,37,Male,Unmarried,Graduate,Salaried,832649.61,69387.47,127864.99,300,765,0,1.64,731,Urban,Education,280645.76,0,2,1140.85,Approved
APP100335,34,Male,Married,Graduate,Salaried,837794.64,69816.22,132092.77,120,717,0,2.52,762,Semiurban,Business,142840.31,0,5,1756.35,Approved
APP100336,37,Male,Unmarried,Not Graduate,Self-Employed,192512.63,16042.72,135271.08,180,668,0,11.4,527,Rural,Car,31414.65,0,1,1828.32,Rejected
APP100337,56,Female,Unmarried,Graduate,Salaried,309809.92,25817.49,237063.71,180,739,1,21.48,636,Rural,Education,31425.08,0,13,2637.05,Rejected
APP100338,36,Male,Married,Not Graduate,Self-Employed,346829.0,28902.42,246995.61,300,566,0,12.08,617,Urban,Home,47132.92,0,1,3492.83,Rejected
APP100339,34,Male,Married,Graduate,Contract,216696.24,18058.02,140653.37,120,591,3,45.61,646,Semiurban,Business,25976.72,1,1,2310.81,Rejected
APP100340,34,Male,Unmarried,Graduate,Salaried,967623.8,80635.32,44047.68,60,724,1,2.5,768,Urban,Business,124682.04,0,6,936.48,Approved
APP100341,33,Male,Unmarried,Graduate,Self-Employed,745346.21,62112.18,82804.43,240,773,0,1.22,723,Urban,Personal,322426.77,0,11,758.35,Approved
APP100342,31,Female,Married,Not Graduate,Salaried,1015950.14,84662.51,197905.7,180,781,1,4.95,756,Semiurban,Education,89635.09,0,6,1983.72,Approved
APP100343,23,Male,Unmarried,Not Graduate,Salaried,938640.13,78220.01,161844.34,180,745,0,2.23,741,Urban,Home,257967.34,0,13,1743.33,Approved
APP100344,18,Female,Unmarried,Graduate,Salaried,805251.24,67104.27,68412.42,180,761,1,1.71,778,Urban,Personal,179191.8,0,4,686.19,Approved
APP100345,33,Female,Unmarried,Graduate,Self-Employed,718475.86,59872.99,149698.78,300,738,0,2.45,756,Urban,Home,233344.13,0,4,1465.92,Approved
APP100346,40,Male,Married,Graduate,Salaried,199939.7,16661.64,177533.22,180,586,1,28.96,657,Urban,Car,0.0,1,5,2596.88,Rejected
APP100347,53,Female,Married,Graduate,Salaried,436746.2,36395.52,311020.29,180,729,1,17.51,488,Semiurban,Education,12442.41,0,0,3463.74,Rejected
APP100348,31,Female,Unmarried,Graduate,Salaried,467351.34,38945.95,100116.87,180,717,0,3.05,771,Urban,Home,163480.22,0,10,1186.24,Approved
APP100349,45,Male,Married,Graduate,Salaried,305409.21,25450.77,198159.43,84,531,1,29.89,532,Urban,Home,8462.01,1,2,4239.65,Rejected
APP100350,35,Female,Married,Graduate,Salaried,741566.39,61797.2,122665.91,360,729,1,3.45,750,Rural,Car,187373.0,0,5,1087.97,Approved
